S.N.,Country,Total Cases,New Cases,Total Deaths,Total Recovered,Active Cases,Serious Critical,Tot cases/ 1M pop,Deaths / 1M pop,TOtal Tests,Tests/ 1M pop,Population,,,,,,,,,,,,
104,Singapore,"61,218",+39,31 ,,"60,786",+21,401,,"10,396",5,"9,536,636","1,619,480","5,888,704 ",Asia,"96189,9581",7,,68,,,,,
105,Afghanistan,"60,288",+166,"2,642 ",+5,"53,391",+119,"4,255","1,124","1,520",67,"406,816","10,259","39,655,375 ",Asia,"65815,01097",4,0.1,107,,,,,
106,Namibia,"48,654",,643 ,,"46,238",,"1,773",37,"18,865",249,"388,574","150,661","2,579,129 ",Africa,"534,0117",,,687,,,,,
107,Botswana,"46,934",,712 ,,"44,960",,"1,262",1,"19,629",298,"999,041","417,827","2,391,038 ",Africa,"513,3582",,,528,,,,,
108,Ivory Coast,"46,114",,286 ,,"45,582",,246,,"1,713",11,"594,288","22,077","26,919,483 ",Africa,"58494,12445",,,9,,,,,
109,Jamaica,"45,867",+90,784 ,+5,"21,293",+140,"23,790",22,"15,433",264,"333,911","112,354","2,971,955 ",North America,"653,7919",30,2,"8,005",,,,,
110,Uganda,"41,905",,342 ,,"41,422",,141,24,893,7,"1,017,854","21,687","46,934,679 ",Africa,"1,120137,23646",,,3,,,,,
111,Senegal,"40,433",+45,"1,110 ",+1,"39,158",+48,165,11,"2,363",65,"482,800","28,219","17,109,288 ",Africa,"42315,41435",3,0.06,10,,,,,
112,Mongolia,"38,470","+1,185",117 ,+2,"21,707","+1,026","16,646",119,"11,580",35,"2,719,337","818,541","3,322,177 ",Asia,"8628,3951",357,0.6,"5,011",,,,,
113,Zimbabwe,"38,281",+21,"1,570 ",+2,"35,634",+14,"1,077",12,"2,545",104,"418,716","27,835","15,042,890 ",Africa,"3939,58136",1,0.1,72,,,,,
114,Madagascar,"37,630",+334,666 ,+12,"32,747",+636,"4,217",332,"1,331",24,"185,806","6,570","28,280,626 ",Africa,"75242,463152",12,0.4,149,,,,,
115,Malawi,"34,096",+1,"1,148 ",,"32,069",+5,879,12,"1,745",59,"233,278","11,939","19,539,351 ",Africa,"57317,02084",0.05,,45,,,,,
116,Sudan,"33,104",,"2,349 ",,"26,795",,"3,960",,741,53,"232,965","5,212","44,698,003 ",Africa,"1,35019,029192",,,89,,,,,
117,Maldives,"30,745",+508,74 ,+1,"25,068",+134,"5,603",90,"56,058",135,"732,650","1,335,846","548,454 ",Asia,"187,4121",926,2,"10,216",,,,,
118,Malta,"30,319",+12,416 ,+1,"29,642",+20,261,,"68,514",940,"871,099","1,968,474","442,525 ",Europe,"151,0641",27,2,590,,,,,
119,DRC,"29,965",+61,768 ,,"26,250",,"2,947",,326,8,"149,736","1,631","91,812,419 ",Africa,"3,064119,547613",0.7,,32,,,,,
120,Australia,"29,826",+14,910 ,,"28,655",+38,261,1,"1,158",35,"16,907,151","656,684","25,746,244 ",Australia/Oceania,"86328,2932",0.5,,10,,,,,
121,Angola,"26,993",+178,602 ,+2,"23,913",,"2,478",27,801,18,"500,089","14,834","33,711,240 ",Africa,"1,24955,99967",5,0.06,74,,,,,
122,Rwanda,"25,253",+28,337 ,+2,"23,442",+97,"1,474",1,"1,910",25,"1,320,731","99,917","13,218,237 ",Africa,"52339,22310",2,0.2,112,,,,,
123,Cabo Verde,"24,368",+241,223 ,+3,"20,899",+188,"3,246",23,"43,435",397,"152,873","272,493","561,017 ",Africa,"232,5164",430,5,"5,786",,,,,
124,Gabon,"23,075",,139 ,,"19,629",,"3,307",19,"10,168",61,"731,109","322,178","2,269,268 ",Africa,"9816,3263",,,"1,457",,,,,
125,Syria,"22,898",+80,"1,603 ",+5,"17,171",+179,"4,124",,"1,283",90,"103,566","5,801","17,852,965 ",Asia,"78011,137172",4,0.3,231,,,,,
126,Guinea,"22,304",+57,145 ,+1,"19,776",+91,"2,383",24,"1,661",11,"434,198","32,336","13,427,670 ",Africa,"60292,60531",4,0.07,177,,,,,
127,Réunion,"20,381",,148 ,,"18,659",,"1,574",36,"22,629",164,"101,244","112,413","900,640 ",Africa,"446,0859",,,"1,748",,,,,
128,Mayotte,"20,094",,170 ,,"2,964",,"16,960",3,"72,210",611,"171,277","615,507","278,270 ",Africa,"141,6372",,,"60,948",,,,,
129,French Guiana,"19,543",,101 ,,"9,995",,"9,447",20,"64,056",331,"216,365","709,175","305,094 ",South America,"163,0211",,,"30,964",,,,,
130,French Polynesia,"18,758",,141 ,,"18,597",,20,3,"66,456",500,"26,355","93,370","282,263 ",Australia/Oceania,"152,00211",,,71,,,,,
131,Eswatini,"18,458",,671 ,,"17,748",,39,3,"15,774",573,"187,111","159,901","1,170,171 ",Africa,"631,7446",,,33,,,,,
132,Mauritania,"18,448",+19,455 ,,"17,725",+18,268,14,"3,883",96,"235,531","49,576","4,750,861 ",Africa,"25810,44120",4,,56,,,,,
133,Guadeloupe,"14,555",,198 ,,"2,242",,"12,115",18,"36,371",495,"180,000","449,796","400,181 ",North America,"272,0212",,,"30,274",,,,,
134,Cambodia,"14,520",+730,103 ,+6,"5,369",+169,"9,048",,859,6,"914,398","54,070","16,911,475 ",Asia,"1,165164,18918",43,0.4,535,,,,,
135,Somalia,"13,915",,713 ,,"5,847",,"7,355",,856,44,"111,801","6,876","16,260,156 ",Africa,"1,16922,805145",,,452,,,,,
136,Mali,"13,915",+19,489 ,+4,"8,733",+48,"4,693",,671,24,"256,512","12,372","20,733,348 ",Africa,"1,49042,39981",0.9,0.2,226,,,,,
137,Guyana,"13,518",+114,299 ,+1,"11,383",+84,"1,836",14,"17,117",379,"124,340","157,448","789,720 ",South America,"582,6416",144,1,"2,325",,,,,
138,Burkina Faso,"13,319",,157 ,,"13,053",,109,,623,7,"179,998","8,420","21,377,692 ",Africa,"1,605136,164119",,,5,,,,,
139,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,370",9,,,"9,715,298 ",Asia,"730107,948",,,,,,,,
140,Andorra,"13,282",+50,127 ,+2,"12,753",+69,402,18,"171,673","1,642","193,595","2,502,262","77,368 ",Europe,66090,646,26,"5,196",,,,,
141,Haiti,"13,094",,254 ,,"12,148",,692,,"1,137",22,"60,085","5,217","11,518,248 ",North America,"88045,347192",,,60,,,,,
142,Togo,"13,010",+18,123 ,,"11,269",+20,"1,618",,"1,542",15,"312,269","37,001","8,439,570 ",Africa,"64968,61427",2,,192,,,,,
143,Belize,"12,668",,323 ,,"12,218",,127,1,"31,386",800,"117,641","291,462","403,624 ",North America,"321,2503",,,315,,,,,
144,Curaçao,"12,210",+3,111 ,+1,"11,711",+46,388,22,"74,156",674,"95,915","582,528","164,653 ",North America,"131,4832",18,6,"2,356",,,,,
145,Hong Kong,"11,785",+2,210 ,,"11,445",+13,130,3,"1,561",28,"11,193,673","1,483,060","7,547,688 ",Asia,"64035,9411",0.3,,17,,,,,
146,Trinidad and Tobago,"11,313",+241,174 ,+3,"8,633",+87,"2,506",8,"8,062",124,"132,776","94,619","1,403,272 ",North America,"1248,06511",172,2,"1,786",,,,,
147,Martinique,"11,253",,75 ,,98,,"11,080",33,"30,006",200,"157,145","419,029","375,022 ",North America,"335,0002",,,"29,545",,,,,
148,Papua New Guinea,"11,206",+87,115 ,,"9,475",+173,"1,616",,"1,233",13,"93,283","10,265","9,087,763 ",Australia/Oceania,"81179,02497",10,,178,,,,,
149,Djibouti,"11,157",+36,146 ,+1,"10,816",+68,195,,"11,158",146,"149,918","149,925","999,951 ",Africa,"906,8497",36,1,195,,,,,
150,Lesotho,"10,733",+2,318 ,+2,"6,267",,"4,148",,"4,977",147,"80,556","37,357","2,156,408 ",Africa,"2016,78127",0.9,0.9,"1,924",,,,,
151,Congo,"10,678",,144 ,,"8,208",,"2,326",,"1,896",26,"92,500","16,428","5,630,629 ",Africa,"52739,10261",,,413,,,,,
152,Aruba,"10,650",,99 ,,"10,402",,149,14,"99,399",924,"148,931","1,390,008","107,144 ",North America,"101,0821",,,"1,391",,,,,
153,South Sudan,"10,583",,115 ,,"10,312",,156,,936,10,"151,582","13,411","11,302,997 ",Africa,"1,06898,28775",,,14,,,,,
154,Bahamas,"10,519",+66,209 ,+10,"9,561",+67,749,4,"26,538",527,"87,822","221,563","396,375 ",North America,"381,8975",167,25,"1,890",,,,,
155,Suriname,"10,489",+61,207 ,+3,"9,414",+55,868,26,"17,747",350,"51,213","86,653","591,013 ",South America,"562,85512",103,5,"1,469",,,,,
156,Benin,"7,821",,99 ,,"7,580",,142,35,631,8,"590,214","47,651","12,386,150 ",Africa,"1,584125,11321",,,11,,,,,
157,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,339",78,"123,169","85,471","1,441,054 ",Africa,"18712,86712",,,210,,,,,
158,Nicaragua,"6,898",,182 ,,"4,225",,"2,491",,"1,031",27,,,"6,690,175 ",North America,"97036,759",,,372,,,,,
159,Iceland,"6,472",,29 ,,"6,253",,190,4,"18,864",85,"600,005","1,748,827","343,090 ",Europe,"5311,8311",,,554,,,,,
160,CAR,"6,411",,88 ,,"5,112",,"1,211",2,"1,308",18,"40,907","8,349","4,899,541 ",Africa,"76455,677120",,,247,,,,,
161,Yemen,"6,341",+16,"1,233 ",+4,"2,875",+81,"2,233",23,209,41,"25,932",854,"30,370,813 ",Asia,"4,79024,6321,171",0.5,0.1,74,,,,,
162,Gambia,"5,901",+3,175 ,+1,"5,419",+62,307,3,"2,386",71,"73,324","29,652","2,472,848 ",Africa,"41914,13134",1,0.4,124,,,,,
163,Seychelles,"5,873",,28 ,,"5,101",,744,,"59,410",283,"21,504","217,531","98,855 ",Africa,"173,5315",,,"7,526",,,,,
164,Niger,"5,251",+22,191 ,,"4,857",+2,203,18,211,8,"99,421","3,988","24,929,381 ",Africa,"4,748130,520251",0.9,,8,,,,,
165,San Marino,"5,066",,90 ,,"4,917",,59,4,"149,039","2,648","61,499","1,809,273","33,991 ",Europe,73781,,,"1,736",,,,,
166,Chad,"4,828",+4,170 ,,"4,430",,228,,287,10,"114,046","6,782","16,815,789 ",Africa,"3,48398,916147",0.2,,14,,,,,
167,Saint Lucia,"4,560",,74 ,,"4,368",,118,2,"24,739",401,"40,466","219,534","184,327 ",North America,"402,4915",,,640,,,,,
168,Gibraltar,"4,283",,94 ,,"4,186",,3,1,"127,156","2,791","234,943","6,975,121","33,683 ",Europe,83580,,,89,,,,,
169,Sierra Leone,"4,062",+5,79 ,,"3,078",+2,905,,501,10,"152,747","18,831","8,111,620 ",Africa,"1,997102,67953",0.6,,112,,,,,
170,Channel Islands,"4,055",,86 ,,"3,956",,13,1,"23,145",491,"454,413","2,593,711","175,198 ",Europe,"432,0370",,,74,,,,,
171,Burundi,"4,038",+20,6 ,,773,,"3,259",,331,0.5,"90,019","7,389","12,183,630 ",Africa,"3,0172,030,605135",2,,267,,,,,
172,Barbados,"3,866",+3,44 ,,"3,800",+17,22,,"13,439",153,"154,599","537,420","287,669 ",North America,"746,5382",10,,76,,,,,
173,Comoros,"3,839",+1,146 ,,"3,675",+1,18,,"4,338",165,,,"884,970 ",Africa,"2316,061",1,,20,,,,,
174,Guinea-Bissau,"3,736",,67 ,,"3,327",,342,9,"1,862",33,"63,774","31,783","2,006,557 ",Africa,"53729,94931",,,170,,,,,
175,Eritrea,"3,671",,10 ,,"3,492",,169,,"1,023",3,"23,693","6,605","3,587,258 ",Africa,"977358,726151",,,47,,,,,
176,Vietnam,"2,962",+20,35 ,,"2,549",+1,378,,30,0.4,"2,598,753","26,499","98,068,510 ",Asia,"33,1092,801,95738",0.2,,4,,,,,
177,Liechtenstein,"2,940",+4,57 ,,"2,792",,91,6,"76,925","1,491","39,109","1,023,287","38,219 ",Europe,136711,105,,"2,381",,,,,
178,New Zealand,"2,618",+5,26 ,,"2,568",+4,24,,523,5,"2,026,948","405,219","5,002,100 ",Australia/Oceania,"1,911192,3882",1.0,,5,,,,,
179,Monaco,"2,457",,32 ,,"2,371",+2,54,1,"62,244",811,"51,953","1,316,132","39,474 ",Europe,"161,2341",,,"1,368",,,,,
180,Timor-Leste,"2,444",+48,4 ,+1,"1,183",+26,"1,257",,"1,825",3,"68,962","51,491","1,339,297 ",Asia,"548334,82419",36,0.7,939,,,,,
181,Bermuda,"2,393",,28 ,,"1,820",,545,28,"38,544",451,"239,584","3,858,968","62,085 ",North America,"262,2170",,,"8,778",,,,,
182,Turks and Caicos,"2,390",,17 ,,"2,343",,30,2,"61,043",434,"55,521","1,418,052","39,153 ",North America,"162,3031",,,766,,,,,
183,Sao Tome and Principe,"2,310",+8,35 ,,"2,244",+3,31,,"10,380",157,"12,999","58,412","222,539 ",Africa,"966,35817",36,,139,,,,,
184,Sint Maarten,"2,230",,27 ,,"2,187",,16,1,"51,524",624,"26,359","609,020","43,281 ",North America,"191,6032",,,370,,,,,
185,Liberia,"2,099",,85 ,,"1,949",,65,2,407,16,"95,315","18,485","5,156,222 ",Africa,"2,45760,66154",,,13,,,,,
186,St. Vincent Grenadines,"1,882",+18,11 ,,"1,731",+12,140,2,"16,919",99,"45,375","407,924","111,234 ",North America,"5910,1122",162,,"1,259",,,,,
187,Saint Martin,"1,745",,12 ,,"1,399",,334,7,"44,499",306,"27,588","703,524","39,214 ",North America,"223,2681",,,"8,517",,,,,
188,Isle of Man,"1,590",+1,29 ,,"1,548",,13,1,"18,617",340,"44,761","524,084","85,408 ",Europe,"542,9452",12,,152,,,,,
189,Caribbean Netherlands,"1,559",,16 ,,"1,530",,13,,"58,995",605,"10,034","379,702","26,426 ",North America,"171,6523",,,492,,,,,
190,Antigua and Barbuda,"1,232",,32 ,,"1,014",,186,1,"12,494",325,"16,700","169,363","98,605 ",North America,"803,0816",,,"1,886",,,,,
191,Mauritius,"1,211",,17 ,,"1,106",+18,88,,951,13,"358,675","281,638","1,273,531 ",Africa,"1,05274,9144",,,69,,,,,
192,Taiwan,"1,137",+5,12 ,,"1,055",+2,70,,48,0.5,"539,626","22,623","23,852,786 ",Asia,"20,9791,987,73244",0.2,,3,,,,,
193,Bhutan,"1,111",+5,1 ,,993,+3,117,,"1,427",1,"711,726","914,011","778,684 ",Asia,"701778,6841",6,,150,,,,,
194,St. Barth,974,,1 ,,462,,511,,"98,364",101,"26,385","2,664,613","9,902 ",North America,"109,9020",,,"51,606",,,,,
195,Laos,933,+112, ,,51,,882,,127,,"177,325","24,082","7,363,377 ",Asia,"7,89242",15,,120,,,,,
196,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,,,,
197,Faeroe Islands,664,,1 ,,662,,1,,"13,546",20,"253,211","5,165,674","49,018 ",Europe,"7449,0180",,,20,,,,,
198,Cayman Islands,543,,2 ,,526,,15,,"8,182",30,"90,031","1,356,604","66,365 ",North America,"12233,1831",,,226,,,,,
199,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,141,886 ",Africa,"120,1222,911,518",,,5,,,,,
200,Wallis and Futuna,444,,7 ,,44,,393,1,"40,094",632,"15,256","1,377,641","11,074 ",Australia/Oceania,"251,5821",,,"35,489",,,,,
201,Brunei ,227,,3 ,,218,,6,,515,7,"121,153","274,742","440,970 ",Asia,"1,943146,9904",,,14,,,,,
202,British Virgin Islands,194,,1 ,,191,,2,,"6,382",33,"38,203","1,256,719","30,399 ",North America,"15730,3991",,,66,,,,,
203,Dominica,174,, ,,172,,2,,"2,412",,"14,936","207,056","72,135 ",North America,4155,,,28,,,,,
204,Grenada,160,,1 ,,158,,1,,"1,416",9,"26,331","233,104","112,958 ",North America,"706112,9584",,,9,,,,,
205,New Caledonia,124,, ,,58,,66,,431,,"30,081","104,526","287,785 ",Australia/Oceania,"2,32110",,,229,,,,,
206,Fiji,119,,2 ,,68,,49,,132,2,"53,253","59,048","901,862 ",Australia/Oceania,"7,579450,93117",,,54,,,,,
207,Anguilla,95,+2, ,,29,,66,,"6,285",,"20,821","1,377,506","15,115 ",North America,1591,132,,"4,367",,,,,
208,Falkland Islands,63,, ,,62,,1,,"17,677",,"7,202","2,020,763","3,564 ",South America,570,,,281,,,,,
209,Macao,49,, ,,49,,0,,75,,"4,483","6,827","656,700 ",Asia,"13,402146",,,,,,,,
210,Saint Kitts and Nevis,45,, ,,44,,1,,841,,"13,691","255,844","53,513 ",North America,"1,1894",,,19,,,,,
211,Greenland,31,, ,,31,,0,,545,,"20,669","363,558","56,852 ",North America,"1,8343",,,,,,,,
212,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,,"14,944",,,,,
213,Saint Pierre Miquelon,25,, ,,25,,0,,"4,333",,"5,318","921,664","5,770 ",North America,2311,,,,,,,,
214,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,313","262,863","4,995 ",North America,"2504,9954",,,,,,,,
215,Solomon Islands,20,, ,,20,,0,,29,,"4,500","6,421","700,842 ",Australia/Oceania,"35,042156",,,,,,,,
216,Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,508 ",Africa,"60,951609,508",,,2,,,,,
217,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,,,,
218,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,460","313,095 ",Australia/Oceania,"78,274313,09514",,,,,,,,
219,Marshall Islands,4,, ,,4,,0,,67,,,,"59,523 ",Australia/Oceania,"14,881",,,,,,,,
220,Samoa,3,, ,,2,,1,,15,,,,"199,514 ",Australia/Oceania,"66,505",,,5,,,,,
221,Saint Helena,2,, ,,2,,0,,328,,,,"6,092 ",Africa,"3,046",,,,,,,,
222,Micronesia,1,, ,,1,,0,,9,,,,"116,027 ",Australia/Oceania,"116,027",,,,,,,,
,Total:,"40,492,569","+478,570","530,943","+4,973","34,738,303","+456,118","5,223,323","33,842",,,,,,Asia, ,,,,,,,,
,Total:,"38,438,839","+44,261","863,840",+710,"30,168,802","+49,885","7,406,197","17,240",,,,,,North America, ,,,,,,,,
,Total:,"25,098,283","+76,610","679,238","+2,514","22,687,904","+95,029","1,731,141","27,796",,,,,,South America, ,,,,,,,,
,Total:,"44,775,222","+74,564","1,018,303","+1,543","39,682,238","+132,615","4,074,681","29,290",,,,,,Europe, ,,,,,,,,
,Total:,"4,611,244","+6,049","122,616",+229,"4,139,345","+5,733","349,283","3,612",,,,,,Africa, ,,,,,,,,
,Total:,"63,127",+106,"1,202",,"59,495",,"2,430",5,,,,,,Australia/Oceania, ,,,,,,,,
,Total:,721,,15,,706,,0,0,,,,,,, ,,,,,,,,
,Total:,"153,480,005","+680,160","3,216,157","+9,969","131,476,793","+739,595","18,787,055","111,785","19,690.1",412.6,,,,All,,,,,,,,,
#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,,,
,,Asia,,"40,013,999","+498,859","525,970","+5,213","34,282,185","+472,636","5,205,844","33,658",,,,,,Asia,,,,,,,
,,North America,,"38,394,578","+61,233","863,130","+1,272","30,118,917","+90,726","7,412,531","17,276",,,,,,North America,,,,,,,
,,South America,,"25,021,673","+116,900","676,724","+3,702","22,592,875","+101,164","1,752,074","27,842",,,,,,South America,,,,,,,
,,Europe,,"44,700,658","+115,316","1,016,760","+2,473","39,549,623","+175,574","4,134,275","29,460",,,,,,Europe,,,,,,,
,,Africa,,"4,605,195","+7,849","122,387",+284,"4,133,612","+11,329","349,196","3,690",,,,,,Africa,,,,,,,
,,Oceania,,"63,021",+95,"1,202",+8,"59,280",+380,"2,539",5,,,,,,Australia/Oceania,,,,,,,
,,,,721,,15,,706,,0,0,,,,,,,,,,,,,
,World,"152,799,845","+800,252","3,206,188","+12,952","130,737,198","+851,809","18,856,459","111,931","19,603",411.3,,,,All,,,,,,,,,
1,China,"90,671",+16,"4,636 ",,"85,710",+19,325,3,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,874310,4679",0.01,,0.2,,,,,
2,USA,"33,149,740","+45,765","590,750 ",+707,"25,786,609","+76,467","6,772,381","9,535","99,662","1,776","447,965,624","1,346,771","332,622,037 ",North America,105631,138,2,"20,361",,,,,
3,India,"19,549,656","+392,562","215,523 ","+3,688","15,981,772","+308,769","3,352,361","8,944","14,051",155,"288,337,385","207,242","1,391,308,838 ",Asia,"716,4565",282,3,"2,410",,,,,
4,Brazil,"14,725,975","+60,013","406,565 ","+2,278","13,242,665","+48,127","1,076,745","8,318","68,871","1,901","43,818,216","204,931","213,819,510 ",South America,155265,281,11,"5,036",,,,,
5,France,"5,642,359","+25,670","104,706 ",+192,"4,590,568","+50,383","947,085","5,581","86,282","1,601","76,301,950","1,166,801","65,394,155 ",Europe,126251,393,3,"14,483",,,,,
6,Turkey,"4,849,408","+28,817","40,504 ",+373,"4,405,199","+81,302","403,705","3,525","56,988",476,"47,504,193","558,249","85,094,968 ",Asia,"182,1012",339,4,"4,744",,,,,
7,Russia,"4,814,558","+9,270","110,520 ",+392,"4,436,583","+8,637","267,455","2,300","32,979",757,"129,500,000","887,067","145,986,759 ",Europe,"301,3211",63,3,"1,832",,,,,
8,UK,"4,418,530","+1,907","127,524 ",+7,"4,218,172","+3,381","72,834",185,"64,803","1,870","156,302,824","2,292,382","68,183,590 ",Europe,155350,28,0.1,"1,068",,,,,
9,Italy,"4,035,614","+12,962","121,033 ",+226,"3,484,042","+18,366","430,539","2,522","66,829","2,004","58,957,954","976,327","60,387,482 ",Europe,154991,215,4,"7,130",,,,,
10,Spain,"3,524,077",,"78,216 ",,"3,206,273",,"239,588","2,308","75,349","1,672","46,199,597","987,806","46,769,913 ",Europe,135981,,,"5,123",,,,,
11,Germany,"3,412,373","+20,141","83,702 ",+160,"3,012,100","+16,900","316,571","5,049","40,620",996,"55,490,413","660,540","84,007,647 ",Europe,"251,0042",240,2,"3,768",,,,,
12,Argentina,"2,993,865","+16,502","64,096 ",+231,"2,655,359","+21,053","274,410","5,370","65,739","1,407","11,209,847","246,146","45,541,400 ",South America,157114,362,5,"6,026",,,,,
13,Colombia,"2,877,746","+18,022","74,215 ",+495,"2,686,399","+17,091","117,132","6,006","56,059","1,446","14,888,382","290,026","51,334,635 ",South America,186923,351,10,"2,282",,,,,
14,Poland,"2,798,621","+6,473","67,924 ",+423,"2,510,858","+14,048","219,839","2,723","74,014","1,796","14,321,250","378,749","37,811,953 ",Europe,145573,171,11,"5,814",,,,,
15,Iran,"2,516,157","+17,080","72,090 ",+332,"1,971,064","+16,743","473,003","5,421","29,641",849,"15,961,178","188,027","84,887,747 ",Asia,"341,1785",201,4,"5,572",,,,,
16,Mexico,"2,344,755","+3,821","216,907 ",+460,"1,864,914","+3,053","262,934","4,798","18,028","1,668","6,632,938","50,999","130,061,146 ",North America,5560020,29,4,"2,022",,,,,
17,Ukraine,"2,078,086","+8,549","44,436 ",+351,"1,670,481","+14,956","363,169",177,"47,757","1,021","9,456,234","217,316","43,513,767 ",Europe,219795,196,8,"8,346",,,,,
18,Peru,"1,804,915","+5,470","61,789 ",+312,"1,688,091",,"55,035","2,667","54,114","1,853","11,225,924","336,569","33,353,981 ",South America,185403,164,9,"1,650",,,,,
19,Indonesia,"1,672,880","+4,512","45,652 ",+131,"1,526,978","+4,344","100,250",,"6,063",165,"14,703,659","53,287","275,932,862 ",Asia,"1656,04419",16,0.5,363,,,,,
20,Czechia,"1,632,945","+2,169","29,331 ",+30,"1,555,170",+162,"48,444",527,"152,248","2,735","18,347,631","1,710,643","10,725,578 ",Europe,73661,202,3,"4,517",,,,,
21,South Africa,"1,582,842","+1,632","54,406 ",+56,"1,506,732","+1,112","21,704",546,"26,411",908,"10,682,827","178,252","59,931,112 ",Africa,"381,1026",27,0.9,362,,,,,
22,Netherlands,"1,502,107","+5,755","17,169 ",+21,"1,263,295","+7,805","221,643",792,"87,502","1,000","12,274,847","715,045","17,166,540 ",Europe,"111,0001",335,1,"12,911",,,,,
23,Canada,"1,227,035","+7,610","24,261 ",+42,"1,119,279","+7,392","83,495","1,422","32,275",638,"31,629,802","831,970","38,017,972 ",North America,"311,5671",200,1,"2,196",,,,,
24,Chile,"1,204,755","+6,510","26,457 ",+104,"1,136,816","+7,469","41,482","3,336","62,575","1,374","13,115,985","681,244","19,252,980 ",South America,167281,338,5,"2,155",,,,,
25,Iraq,"1,070,366","+5,167","15,498 ",+33,"949,341","+7,295","105,527",571,"26,125",378,"9,376,388","228,854","40,971,011 ",Asia,"382,6444",126,0.8,"2,576",,,,,
26,Romania,"1,056,572","+1,307","28,194 ",+85,"992,605","+3,212","35,773","1,277","55,231","1,474","8,273,925","432,506","19,130,218 ",Europe,186792,68,4,"1,870",,,,,
27,Philippines,"1,046,637","+9,210","17,354 ",+120,"957,008","+10,766","72,275",750,"9,447",157,"11,854,425","106,994","110,794,784 ",Asia,"1066,3849",83,1,652,,,,,
28,Belgium,"990,229","+3,607","24,230 ",+45,"858,268","+9,472","107,731",854,"85,132","2,083","12,529,895","1,077,217","11,631,725 ",Europe,124801,310,4,"9,262",,,,,
29,Sweden,"973,604",,"14,048 ",,"799,117",,"160,439",392,"95,905","1,384","8,482,276","835,544","10,151,798 ",Europe,107231,,,"15,804",,,,,
30,Israel,"838,481",,"6,363 ",,"830,625",,"1,493",110,"91,163",692,"14,200,104","1,543,894","9,197,590 ",Asia,"111,4451",,,162,,,,,
31,Portugal,"836,947",+454,"16,976 ",+2,"796,477",+639,"23,494",84,"82,281","1,669","10,515,374","1,033,773","10,171,837 ",Europe,125991,45,0.2,"2,310",,,,,
32,Pakistan,"825,519","+4,696","17,957 ",+146,"717,009","+5,544","90,553","5,490","3,678",80,"11,836,866","52,736","224,453,453 ",Asia,"27212,49919",21,0.7,403,,,,,
33,Hungary,"781,299","+1,951","27,701 ",+161,"517,026","+6,647","236,572",621,"81,049","2,874","5,394,652","559,621","9,639,833 ",Europe,123482,202,17,"24,541",,,,,
34,Bangladesh,"760,584","+1,452","11,510 ",+60,"684,671","+3,245","64,403",996,"4,580",69,"5,484,821","33,030","166,056,388 ",Asia,"21814,42730",9,0.4,388,,,,,
35,Jordan,"712,077",+704,"8,871 ",+35,"685,010","+2,507","18,196",729,"69,218",862,"6,714,356","652,670","10,287,526 ",Asia,"141,1602",68,3,"1,769",,,,,
36,Serbia,"690,931","+1,374","6,386 ",+24,"638,811","+2,940","45,734",160,"79,345",733,"3,847,549","441,845","8,707,919 ",Europe,"131,3642",158,3,"5,252",,,,,
37,Switzerland,"659,974",,"10,633 ",+1,"590,565",,"58,776",238,"75,795","1,221","6,911,371","793,735","8,707,402 ",Europe,138191,,0.1,"6,750",,,,,
38,Austria,"620,485","+1,615","10,233 ",+28,"587,115","+2,338","23,137",484,"68,567","1,131","32,228,406","3,561,436","9,049,274 ",Europe,158840,178,3,"2,557",,,,,
39,Japan,"591,389","+4,451","10,229 ",+35,"523,227","+4,180","57,933","1,020","4,688",81,"11,897,791","94,313","126,152,546 ",Asia,"21312,33311",35,0.3,459,,,,,
40,Lebanon,"527,508",+930,"7,302 ",+24,"464,660","+3,538","55,546",582,"77,576","1,074","4,011,613","589,955","6,799,864 ",Asia,139312,137,4,"8,169",,,,,
41,UAE,"521,948","+1,712","1,591 ",+4,"502,460","+1,681","17,897",,"52,248",159,"44,311,796","4,435,665","9,989,887 ",Asia,"196,2790",171,0.4,"1,792",,,,,
42,Morocco,"511,562",+313,"9,026 ",+3,"498,131",+510,"4,405",207,"13,724",242,"6,270,195","168,215","37,274,817 ",Africa,"734,1306",8,0.08,118,,,,,
43,Saudi Arabia,"418,411","+1,048","6,968 ",+11,"401,544",+964,"9,899","1,333","11,865",198,"16,969,267","481,197","35,264,673 ",Asia,"845,0612",30,0.3,281,,,,,
